,output_area,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,Gigabit availability (% premises),% of premises below the USO,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises with Gigabit availability,Number of premises below the USO,Number of premises able to receive decent broadband from FWA,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,fast_bin_pct_prems,gig_bin_prems,gig_qbin_prems,uk_country,oa21cd,rgn22cd,rgn22nm,rgn22nmw,OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,11_or_under
30,E00041407,160,160,100.0,84.4,84.4,0.0,0.0,0.0,0.0,84.4,0.0,0.0,160,135,135,0,0,0,0,135,0,0,15.6,84.4,0.0,0.0,0.0,0.0,25,135,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00041407,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041407,E01008171,362,9,7,6,15,6,6,5,9,4,4,6,5,7,3,7,4,1,0,5,2,0,3,7,6,13,6,9,6,5,6,18,8,13,7,10,4,7,6,3,8,3,4,5,2,4,3,4,1,3,3,2,0,1,3,4,1,5,3,6,3,1,3,0,3,2,2,3,1,2,4,4,0,5,3,1,1,1,0,1,1,2,2,0,0,0,0,0,0,0,1,3,82
31,E00041408,133,133,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,133,133,133,0,0,0,0,133,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,133,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00041408,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041408,E01008171,269,5,2,2,6,1,4,3,6,5,4,2,5,5,0,4,1,5,3,2,1,2,3,3,4,5,6,5,4,5,5,8,5,5,3,0,5,5,2,6,6,7,7,6,3,1,2,4,2,3,3,1,5,6,3,4,3,8,2,4,3,2,3,5,3,1,1,1,1,1,2,0,1,4,1,1,2,0,0,2,0,0,3,1,1,2,0,0,0,0,1,0,45
32,E00041409,177,177,100.0,96.6,93.2,0.0,0.0,0.0,0.0,93.2,0.0,0.0,177,171,165,0,0,0,0,165,0,0,6.8,93.2,0.0,0.0,0.0,0.0,12,165,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00041409,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041409,E01008170,375,9,3,2,6,6,9,5,2,5,6,2,10,7,8,4,5,3,8,4,6,4,5,5,6,5,3,7,3,6,7,4,7,11,7,5,11,5,6,7,7,3,5,4,3,4,5,4,3,6,6,8,3,3,6,5,1,3,2,3,3,2,1,4,3,5,6,1,2,4,5,3,2,1,5,2,2,1,2,0,0,0,3,1,1,1,2,1,1,0,0,3,65
33,E00041410,148,148,100.0,100.0,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,148,69,0,0,0,0,0,0,0,53.4,46.6,0.0,0.0,0.0,0.0,79,69,0,0,0,0,"(40.0, 60.0]",,First quartile,England,E00041410,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041410,E01008168,256,0,1,2,2,1,3,0,2,0,0,0,0,2,0,0,0,0,2,1,0,2,2,5,4,2,4,3,8,2,6,8,2,3,5,7,3,6,8,3,1,5,2,2,3,1,1,4,2,6,8,6,4,2,2,7,4,3,3,7,2,7,6,5,8,2,5,4,7,4,1,4,2,4,3,5,0,1,3,2,3,1,0,1,0,0,0,2,1,0,0,1,11
34,E00041411,91,91,100.0,53.8,4.4,0.0,0.0,0.0,0.0,3.3,0.0,0.0,91,49,4,0,0,0,0,3,0,0,95.6,4.4,0.0,0.0,0.0,0.0,87,4,0,0,0,0,"(-0.1, 20.0]","(0.0, 37.0]",First quartile,England,E00041411,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041411,E01008168,139,0,0,1,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,3,8,5,2,1,3,3,1,1,4,0,2,0,2,1,3,0,3,2,1,1,3,2,1,1,0,0,2,2,2,1,2,4,2,2,4,3,2,4,1,1,5,3,0,0,3,3,3,3,3,0,2,5,2,1,0,0,1,2,1,0,2,0,0,2,0,1,8
35,E00041413,108,108,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,108,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041413,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041413,E01008168,192,1,3,1,1,0,1,0,2,3,4,3,3,3,3,0,0,0,0,1,2,2,0,2,6,3,7,0,0,2,3,1,8,3,7,4,1,3,2,2,2,6,4,4,2,3,4,2,2,0,6,3,3,0,4,3,2,3,2,1,2,0,5,1,5,3,4,3,2,3,1,0,2,1,0,0,2,2,1,1,2,1,2,1,0,1,1,0,0,0,3,0,22
36,E00041414,68,68,100.0,100.0,100.0,0.0,0.0,0.0,0.0,97.1,0.0,0.0,68,68,68,0,0,0,0,66,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,68,0,0,0,0,"(80.0, 100.0]","(37.0, 102.0]",Second quartile,England,E00041414,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041414,E01008168,314,4,7,2,5,6,6,9,4,7,7,2,2,5,2,2,1,2,1,0,2,11,13,8,6,18,8,14,12,10,16,5,10,12,11,7,7,7,4,5,0,1,0,7,2,2,2,1,3,2,0,0,0,2,2,1,1,0,2,3,1,3,1,3,2,1,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,61
37,E00041415,143,143,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,143,143,143,0,0,0,0,143,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,143,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00041415,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041415,E01008167,303,2,1,2,5,1,1,2,2,4,2,5,5,3,2,0,2,2,0,2,1,8,6,2,4,3,5,9,6,6,5,3,14,4,8,7,8,7,3,7,10,5,7,4,7,6,4,4,4,5,3,3,6,4,3,5,5,5,1,2,4,3,5,6,5,3,2,1,2,0,1,3,1,2,2,2,1,0,0,1,1,2,3,0,0,1,0,0,0,0,0,0,32
38,E00041416,129,129,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,129,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041416,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041416,E01008173,300,6,6,2,3,3,2,2,4,3,3,0,1,1,1,4,4,4,3,7,3,3,5,5,5,8,5,2,6,4,3,3,5,4,3,1,2,2,2,3,3,3,1,2,2,4,6,5,8,2,7,3,5,1,6,6,4,5,9,5,5,2,4,5,3,0,3,4,4,3,3,2,3,3,2,5,3,1,0,1,3,2,2,4,2,2,3,1,1,1,0,3,35
39,E00041417,125,125,51.2,0.0,0.0,0.0,0.0,0.0,48.8,0.0,0.0,0.0,64,0,0,0,0,0,61,0,0,0,51.2,0.0,0.0,0.0,0.0,48.8,64,0,0,0,0,61,"(-0.1, 20.0]",,First quartile,England,E00041417,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041417,E01008172,277,0,1,1,0,1,3,5,2,5,3,5,2,3,1,2,4,5,8,4,1,1,0,0,3,0,1,4,0,1,1,1,3,3,5,4,3,1,2,3,4,3,1,3,1,2,3,3,2,5,4,6,3,5,7,2,0,3,2,4,1,7,4,4,5,0,3,4,3,7,7,6,1,12,10,7,5,8,1,4,2,2,2,3,1,2,2,5,3,0,0,1,28
40,E00041418,129,129,98.4,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,127,0,0,0,0,0,2,0,0,0,98.4,0.0,0.0,0.0,0.0,1.6,127,0,0,0,0,2,"(-0.1, 20.0]",,First quartile,England,E00041418,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041418,E01008172,268,1,2,6,3,4,2,1,6,1,1,1,3,6,4,5,1,1,6,2,0,6,0,3,4,2,2,2,4,2,1,4,6,5,3,4,2,2,4,2,1,3,1,5,2,4,1,0,1,3,6,3,5,2,4,3,5,3,2,6,6,3,6,2,2,3,5,1,6,1,3,4,2,5,1,4,3,5,4,3,5,5,2,2,1,2,0,2,1,0,1,4,31
41,E00041419,146,146,99.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,145,0,0,0,0,0,1,0,0,0,99.3,0.0,0.0,0.0,0.0,0.7,145,0,0,0,0,1,"(-0.1, 20.0]",,First quartile,England,E00041419,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041419,E01008172,313,2,0,2,0,2,2,3,2,4,2,2,4,4,4,4,6,2,4,4,4,2,0,2,3,4,2,3,4,2,2,3,2,4,4,1,1,3,3,2,2,7,3,2,3,2,7,5,3,3,1,3,2,3,4,6,6,2,10,6,4,4,3,2,5,4,5,4,4,4,4,1,5,2,7,3,6,4,1,6,9,3,3,2,7,4,4,4,5,1,5,4,25
42,E00041420,136,136,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,136,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041420,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041420,E01008173,304,4,6,3,5,5,6,6,4,2,3,5,7,7,3,4,2,6,1,7,5,6,3,5,5,6,1,5,6,5,4,6,3,2,3,5,0,6,2,9,7,4,4,7,1,3,3,4,2,5,7,12,2,6,1,3,6,7,4,0,3,6,2,2,0,2,2,2,2,1,1,4,3,3,2,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,56
43,E00041421,197,178,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,0,0,0,0,0,0,0,0,0,90.4,0.0,0.0,0.0,0.0,0.0,178,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041421,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041421,E01008172,267,0,0,0,0,0,0,1,0,1,2,1,0,2,4,1,3,1,2,0,2,2,3,2,3,0,4,1,1,1,1,1,0,3,0,1,0,0,0,1,1,2,2,2,2,1,0,3,2,3,5,4,3,6,4,3,2,5,3,9,4,3,5,4,4,4,8,0,5,2,4,4,4,9,10,6,10,8,5,1,7,4,8,8,5,4,5,1,5,1,0,13,5
44,E00041422,146,146,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,146,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041422,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041422,E01008174,210,1,2,1,3,2,1,0,3,2,1,3,4,1,3,3,2,0,1,1,3,2,1,0,0,0,4,1,3,3,1,2,5,1,3,6,2,1,1,6,1,1,2,3,1,2,0,4,3,7,2,4,1,2,4,1,6,1,1,0,4,1,3,6,1,1,1,5,2,3,3,4,2,3,5,6,5,5,0,3,2,1,2,1,1,3,1,1,1,2,0,7,23
45,E00041423,118,118,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,118,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041423,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041423,E01008173,330,8,5,3,5,4,6,7,2,7,6,4,4,4,5,6,10,7,7,10,3,6,7,8,1,2,2,6,9,7,4,4,4,4,6,6,8,5,7,3,5,6,1,3,1,0,2,3,2,5,6,7,3,8,4,2,4,5,4,4,3,1,6,0,2,3,4,2,2,3,2,2,1,3,0,0,1,1,1,2,0,0,1,2,0,0,0,0,0,0,0,1,61
46,E00041424,141,141,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,141,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041424,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041424,E01008172,286,4,4,3,1,2,3,4,1,2,6,3,8,3,6,7,4,7,4,0,6,1,3,3,3,2,1,4,0,2,4,5,3,1,5,6,5,2,1,2,1,3,3,4,7,7,3,3,2,5,4,7,4,3,3,5,2,2,10,7,5,2,0,3,2,2,1,3,2,2,3,4,5,6,7,4,5,0,0,1,1,2,1,0,0,1,0,2,3,1,0,2,41
47,E00041425,129,129,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,129,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041425,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041425,E01008172,229,0,1,1,4,3,0,4,1,2,2,5,1,3,2,2,1,2,3,0,4,1,2,1,1,0,2,1,2,1,2,1,5,1,5,3,1,0,1,2,2,0,3,0,1,2,1,3,3,4,3,7,2,4,2,2,6,3,4,1,6,3,4,6,7,4,1,2,6,5,3,4,4,1,4,4,3,3,3,2,4,3,4,5,0,1,1,2,0,0,0,8,24
48,E00041426,117,117,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041426,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041426,E01008173,273,1,0,4,5,5,1,4,3,0,4,5,1,1,6,4,3,4,0,2,4,2,3,6,5,5,3,6,4,0,4,3,3,0,3,2,4,3,7,0,8,1,2,4,3,3,7,4,5,3,4,9,3,5,4,5,10,6,4,11,0,1,3,6,5,1,2,3,3,4,1,1,2,3,2,2,2,1,6,2,1,0,0,0,0,0,0,0,0,0,0,1,33
49,E00041427,136,136,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,136,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041427,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041427,E01008173,278,1,2,3,1,2,2,3,3,0,2,2,2,3,2,6,5,1,5,5,4,2,0,5,1,2,2,1,3,4,6,0,2,1,2,2,1,2,1,1,4,5,3,2,3,3,6,3,6,3,4,7,7,6,8,2,3,1,4,8,3,2,9,6,1,6,3,4,4,0,1,3,3,4,2,4,1,3,2,2,3,1,3,5,4,3,1,1,1,1,2,10,23
50,E00041429,166,166,100.0,31.9,31.9,0.0,0.0,0.0,0.0,31.9,0.0,0.0,166,53,53,0,0,0,0,53,0,0,68.1,31.9,0.0,0.0,0.0,0.0,113,53,0,0,0,0,"(20.0, 40.0]","(37.0, 102.0]",Second quartile,England,E00041429,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041429,E01008174,274,1,1,3,1,7,3,1,0,6,3,3,1,4,4,3,2,5,0,4,1,1,2,3,0,0,0,3,1,1,1,2,2,2,1,2,5,0,2,2,3,4,3,2,4,4,1,1,2,6,7,1,0,1,2,3,6,4,5,3,6,2,1,6,6,4,5,1,4,4,2,5,8,3,6,1,3,7,6,7,2,1,3,2,8,3,2,4,2,2,2,11,30
51,E00041430,179,179,100.0,72.6,72.6,0.0,0.0,0.0,0.0,72.6,0.0,0.0,179,130,130,0,0,0,0,130,0,0,27.4,72.6,0.0,0.0,0.0,0.0,49,130,0,0,0,0,"(60.0, 80.0]","(129.0, 1633.0]",Fourth quartile,England,E00041430,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041430,E01008175,339,3,1,0,0,1,1,2,5,2,4,2,2,2,3,3,0,2,2,3,7,1,0,2,1,4,1,3,3,3,7,7,6,8,2,2,7,5,2,7,3,1,5,3,7,1,2,8,6,5,6,3,7,5,5,3,3,5,3,6,6,4,5,4,4,4,8,6,5,4,3,5,3,7,10,1,5,6,2,2,3,4,3,4,5,0,4,2,1,2,3,11,23
52,E00041431,128,128,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,128,128,128,0,0,0,0,128,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,128,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00041431,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041431,E01008175,202,0,4,6,1,3,6,4,4,1,2,2,1,1,1,0,1,1,0,0,0,0,2,6,2,3,5,3,2,4,5,3,5,2,4,9,4,5,2,3,2,4,1,1,4,0,4,0,2,4,3,4,1,2,1,1,4,5,5,1,3,3,5,2,3,1,4,2,4,2,0,3,1,2,2,0,1,1,0,3,2,0,0,2,0,0,0,0,0,0,0,0,34
53,E00041432,147,147,64.6,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,95,0,0,0,0,0,52,0,0,0,64.6,0.0,0.0,0.0,0.0,35.4,95,0,0,0,0,52,"(-0.1, 20.0]",,First quartile,England,E00041432,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041432,E01008174,273,3,4,3,0,3,4,5,5,5,0,2,5,2,3,5,4,3,1,2,2,0,2,2,3,2,2,6,0,4,6,3,0,2,2,9,10,4,1,1,9,3,5,2,3,3,3,1,0,5,4,0,2,4,3,0,6,5,4,3,4,4,5,4,2,4,4,2,4,5,1,3,1,7,2,1,2,2,0,5,2,2,3,3,1,1,4,1,1,3,0,5,39
54,E00041433,135,135,100.0,28.1,28.1,0.0,0.0,0.0,0.0,28.1,0.0,0.0,135,38,38,0,0,0,0,38,0,0,71.9,28.1,0.0,0.0,0.0,0.0,97,38,0,0,0,0,"(20.0, 40.0]","(37.0, 102.0]",Second quartile,England,E00041433,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041433,E01008175,222,2,0,3,1,5,3,2,3,0,1,1,2,2,1,1,4,2,1,0,4,2,2,4,1,6,4,2,3,5,3,2,6,2,2,4,4,4,3,1,2,8,1,3,2,4,1,4,4,4,3,3,2,3,4,4,2,4,4,6,4,1,1,2,3,3,3,4,3,1,1,4,3,2,2,0,4,0,2,0,3,4,2,2,0,2,0,0,0,0,0,0,23
55,E00041434,135,134,99.3,70.4,70.4,0.0,0.0,0.0,0.0,70.4,0.7,0.0,134,95,95,0,0,0,0,95,1,0,28.9,70.4,0.0,0.0,0.0,0.0,39,95,0,0,0,0,"(60.0, 80.0]","(37.0, 102.0]",Second quartile,England,E00041434,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041434,E01008175,274,2,1,3,1,2,5,3,2,2,3,1,3,2,0,2,3,2,3,7,7,5,5,3,2,3,3,5,4,2,3,1,4,0,4,2,1,1,3,1,2,6,5,6,1,5,5,1,4,6,8,7,3,3,2,5,3,6,4,7,2,1,4,7,6,2,4,4,3,0,4,4,1,3,3,0,4,1,2,2,1,1,1,3,3,1,3,1,4,2,0,2,28
56,E00041435,164,160,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,0,0,0,0,0,0,0,0,0,97.6,0.0,0.0,0.0,0.0,0.0,160,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041435,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041435,E01008175,340,2,1,2,2,3,2,3,1,2,4,1,2,2,2,1,2,1,1,2,3,1,2,4,2,2,2,3,4,5,6,5,4,3,2,5,3,6,8,3,2,6,3,7,5,2,3,3,4,5,1,2,3,7,8,2,7,5,10,5,9,7,4,3,3,3,5,3,3,5,0,3,4,11,6,4,2,4,4,2,7,7,9,5,3,4,3,2,4,2,3,7,25
57,E00041436,127,127,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,127,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041436,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041436,E01008174,230,2,3,1,6,1,0,2,2,4,0,2,2,2,2,4,5,1,3,1,0,1,1,1,4,2,5,2,4,2,6,1,2,4,4,3,2,9,2,2,3,3,2,4,5,0,1,0,3,2,2,1,7,8,3,8,0,3,6,6,3,0,0,6,5,2,2,2,3,7,3,2,4,4,2,3,3,3,2,1,0,2,0,1,0,0,0,0,0,0,1,2,25
58,E00041437,120,120,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,120,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041437,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041437,E01008174,276,3,3,2,2,3,5,3,4,1,5,3,3,6,3,7,4,4,6,2,5,4,0,2,4,0,2,2,5,2,1,2,1,2,4,4,5,4,3,2,2,5,1,3,4,5,0,3,1,2,3,3,6,4,4,2,6,6,3,4,3,4,5,4,2,2,2,2,4,8,2,1,2,5,4,5,3,4,4,3,1,2,0,4,2,1,0,0,0,2,3,2,37
59,E00041438,137,137,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,137,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041438,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041438,E01008176,288,2,2,1,3,1,3,3,1,2,0,1,3,2,2,4,1,8,0,5,0,1,0,1,1,1,2,0,2,2,0,2,4,5,0,4,5,3,4,5,1,4,9,5,7,3,5,3,2,11,7,3,3,2,4,2,8,4,6,8,3,2,2,4,4,4,6,7,2,4,3,6,6,1,5,10,3,5,6,3,3,2,2,2,2,0,2,1,1,1,0,3,22
60,E00041439,121,121,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,121,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041439,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041439,E01008176,260,2,4,2,3,2,2,4,2,3,4,1,4,2,6,4,2,3,6,6,2,3,2,3,0,4,0,5,2,0,2,1,1,2,0,5,5,5,6,3,4,1,7,4,5,0,1,2,1,6,2,3,3,4,4,1,7,4,3,4,1,3,2,2,2,2,2,1,3,1,1,4,3,3,3,2,3,4,4,3,2,8,2,2,2,4,2,3,1,2,1,3,33
61,E00041440,143,143,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,143,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041440,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041440,E01008176,307,1,3,2,2,4,3,1,2,4,2,3,3,2,1,3,2,5,3,3,7,2,4,2,1,1,2,2,2,0,2,4,2,3,2,3,5,6,4,4,3,4,6,3,3,1,0,2,3,11,8,6,5,4,4,0,0,3,7,6,13,7,6,4,5,4,8,1,2,3,1,9,7,5,4,7,5,2,7,5,0,1,0,6,2,2,0,1,3,1,0,0,30
62,E00041441,128,128,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,128,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00041441,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041441,E01008176,275,0,4,0,4,2,4,5,1,2,5,2,2,3,1,2,4,5,3,3,6,0,0,2,2,4,3,3,2,1,0,1,1,1,3,1,9,7,3,1,3,5,2,4,3,12,1,7,4,4,2,3,3,2,2,3,6,3,2,3,6,5,5,4,6,2,5,6,4,2,0,5,5,2,8,2,9,4,1,0,1,4,1,1,2,0,2,2,1,3,0,1,31
63,E00041442,121,121,90.1,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,109,0,0,0,0,0,12,0,0,0,90.1,0.0,0.0,0.0,0.0,9.9,109,0,0,0,0,12,"(-0.1, 20.0]",,First quartile,England,E00041442,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041442,E01008176,271,1,0,3,1,2,0,0,1,0,5,5,5,2,1,3,1,5,7,1,0,1,1,2,2,5,1,3,1,2,3,3,1,0,1,3,5,2,2,2,2,4,5,1,4,3,3,5,3,2,3,3,5,3,5,3,6,7,2,3,1,3,5,7,7,5,6,4,4,2,5,2,2,7,8,4,5,3,4,3,4,2,2,1,1,3,0,2,0,3,1,10,23
64,E00041443,125,125,100.0,99.2,99.2,0.0,0.0,0.0,0.0,99.2,0.0,0.0,125,124,124,0,0,0,0,124,0,0,0.8,99.2,0.0,0.0,0.0,0.0,1,124,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00041443,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041443,E01008181,288,2,1,2,1,2,4,2,3,1,0,4,3,3,1,4,1,4,5,5,0,2,2,1,4,3,5,4,1,2,2,3,0,3,1,1,3,0,1,0,1,5,3,0,0,6,4,0,3,5,7,7,7,4,6,5,9,10,7,2,3,5,2,5,5,3,3,3,2,3,3,3,3,4,4,4,7,8,7,6,5,3,4,4,0,3,0,0,1,2,0,6,25
65,E00041444,148,148,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,148,148,148,0,0,0,0,148,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,148,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00041444,E12000001,North East,Gogledd-ddwyrain Lloegr,E00041444,E01008179,340,5,0,2,5,3,6,4,6,3,10,2,4,5,7,6,3,4,6,4,6,3,2,4,3,3,2,3,3,0,8,4,3,3,3,3,3,6,3,7,7,1,4,3,7,4,2,9,9,9,7,4,5,5,5,8,5,6,6,6,2,6,3,4,3,5,2,5,8,2,3,1,1,4,0,3,0,2,0,2,2,1,5,2,2,1,1,0,1,0,0,0,50
